Order_ID,Order_Date,Product,Category,Quantity,Unit_Price,Discount_Pct,Total_Price,Cost,Profit,Customer_Type,Region,Sales_Channel,Payment_Method,Order_Status
ORD-0434,2024-11-24,Slim Chinos,Clothing,10,55,5,522.5,200,322.5,Returning,West,Online,Cash,Completed
ORD-0435,2025-01-18,Coffee Maker,Home & Kitchen,9,89,0,801.0,405,396.0,New,West,In-Store,Cash,Returned
ORD-0436,2024-06-20,Running Shoes,Clothing,9,95,5,812.25,270,542.25,New,North,Mobile App,PayPal,Returned
ORD-0437,2024-03-14,Wool Scarf,Clothing,2,29,20,46.4,24,22.4,Returning,South,Online,Cash,Completed
ORD-0438,2024-03-13,Wireless Mouse,Electronics,1,49,15,41.65,25,16.65,Returning,South,In-Store,Bank Transfer,Completed
ORD-0439,2024-01-07,Machine Learning,Books,6,59,5,336.3,150,186.3,VIP,North,Mobile App,Credit Card,Returned
ORD-0440,2024-03-29,USB-C Hub,Electronics,9,59,15,451.35,270,181.35,Returning,East,In-Store,Bank Transfer,Cancelled
ORD-0441,2024-05-19,HDMI Cable 6ft,Electronics,3,18,0,54.0,24,30.0,Returning,West,Mobile App,PayPal,Completed
ORD-0442,2024-05-24,Coffee Maker,Home & Kitchen,9,89,0,801.0,405,396.0,New,North,Online,Bank Transfer,Completed
ORD-0443,2024-08-04,Yoga Mat,Sports,5,29,15,123.25,60,63.25,VIP,West,Mobile App,PayPal,Completed
ORD-0444,2024-07-17,Denim Jacket,Clothing,10,80,0,800.0,350,450.0,VIP,North,Online,Credit Card,Cancelled
ORD-0445,2024-09-13,Jump Rope,Sports,9,12,5,102.6,36,66.6,VIP,North,Online,Bank Transfer,Completed
ORD-0446,2024-03-12,Stainless Bottle,Home & Kitchen,4,28,25,84.0,40,44.0,Returning,South,In-Store,Bank Transfer,Completed
ORD-0447,2025-01-08,Water Bottle 1L,Sports,10,15,25,112.5,50,62.5,New,East,In-Store,Credit Card,Completed
ORD-0448,2024-05-17,Denim Jacket,Clothing,7,80,15,476.0,245,231.0,Returning,East,In-Store,Bank Transfer,Completed
ORD-0449,2024-03-24,Bamboo Cutting Board,Home & Kitchen,9,22,25,148.5,72,76.5,VIP,East,Online,PayPal,Completed
ORD-0450,2024-02-01,Wireless Mouse,Electronics,1,49,0,49.0,25,24.0,New,West,Mobile App,Credit Card,Completed
ORD-0451,2024-06-01,LED Desk Lamp,Home & Kitchen,9,45,0,405.0,162,243.0,New,East,In-Store,Cash,Completed
ORD-0452,2025-05-29,Cookbook Deluxe,Books,9,42,15,321.3,162,159.3,New,North,Mobile App,PayPal,Cancelled
ORD-0453,2024-05-29,Resistance Bands,Sports,8,19,25,114.0,64,50.0,New,West,In-Store,PayPal,Cancelled
ORD-0454,2024-02-13,Data Science 101,Books,2,49,10,88.2,40,48.2,Returning,South,Mobile App,Bank Transfer,Completed
ORD-0455,2024-11-27,Python Programming,Books,1,39,0,39.0,15,24.0,VIP,North,Mobile App,Cash,Cancelled
ORD-0456,2025-01-20,LED Desk Lamp,Home & Kitchen,9,45,0,405.0,162,243.0,VIP,West,In-Store,Credit Card,Completed
ORD-0457,2024-12-27,Bamboo Cutting Board,Home & Kitchen,4,22,0,88.0,32,56.0,Returning,East,In-Store,Credit Card,Completed
ORD-0458,2024-10-14,Wool Scarf,Clothing,3,29,25,65.25,36,29.25,New,South,Online,PayPal,Completed
ORD-0459,2024-12-04,Yoga Mat,Sports,4,29,0,116.0,48,68.0,VIP,North,In-Store,Bank Transfer,Completed
ORD-0460,2025-02-24,Slim Chinos,Clothing,3,55,0,165.0,60,105.0,New,North,Online,PayPal,Completed
ORD-0461,2024-02-10,Resistance Bands,Sports,3,19,0,57.0,24,33.0,New,South,Online,Cash,Completed
ORD-0462,2024-01-20,Jump Rope,Sports,10,12,0,120.0,40,80.0,New,East,Online,Bank Transfer,Completed
ORD-0463,2024-05-26,Machine Learning,Books,3,59,20,141.6,75,66.6,VIP,South,Mobile App,Cash,Completed
ORD-0464,2024-08-23,Bamboo Cutting Board,Home & Kitchen,10,22,0,220.0,80,140.0,New,West,In-Store,Credit Card,Completed
ORD-0465,2024-06-02,Slim Chinos,Clothing,9,55,0,495.0,180,315.0,Returning,North,Online,Credit Card,Cancelled
ORD-0466,2024-01-02,Foam Roller,Sports,2,34,10,61.2,30,31.2,Returning,West,Mobile App,Cash,Cancelled
ORD-0467,2025-01-25,Laptop Stand,Electronics,7,69,20,386.4,245,141.4,VIP,East,Mobile App,Credit Card,Completed
ORD-0468,2024-03-26,Running Shoes,Clothing,8,95,0,760.0,240,520.0,VIP,East,Mobile App,Bank Transfer,Completed
ORD-0469,2024-04-30,Cotton T-Shirt,Clothing,1,25,0,25.0,10,15.0,VIP,North,In-Store,PayPal,Returned
ORD-0470,2024-09-16,Bamboo Cutting Board,Home & Kitchen,6,22,20,105.6,48,57.6,Returning,East,Mobile App,Cash,Completed
ORD-0471,2025-05-09,Bamboo Cutting Board,Home & Kitchen,4,22,0,88.0,32,56.0,VIP,South,In-Store,Bank Transfer,Completed
ORD-0472,2025-02-11,LED Desk Lamp,Home & Kitchen,6,45,0,270.0,108,162.0,New,South,Mobile App,PayPal,Completed
ORD-0473,2024-12-12,Cotton T-Shirt,Clothing,4,25,0,100.0,40,60.0,Returning,North,Online,Credit Card,Cancelled
ORD-0474,2025-03-21,Bluetooth Speaker,Electronics,8,79,0,632.0,320,312.0,Returning,North,Online,PayPal,Completed
ORD-0475,2025-02-14,Laptop Stand,Electronics,1,69,0,69.0,35,34.0,VIP,East,Mobile App,Credit Card,Cancelled
ORD-0476,2024-10-19,Wool Scarf,Clothing,8,29,25,174.0,96,78.0,VIP,South,Online,PayPal,Completed
ORD-0477,2024-06-10,Cotton T-Shirt,Clothing,6,25,5,142.5,60,82.5,Returning,North,In-Store,Cash,Returned
ORD-0478,2024-03-11,Machine Learning,Books,10,59,5,560.5,250,310.5,Returning,North,Mobile App,Cash,Completed
ORD-0479,2025-04-10,Stainless Bottle,Home & Kitchen,10,28,0,280.0,100,180.0,New,West,Mobile App,Cash,Completed
ORD-0480,2025-05-30,Cookbook Deluxe,Books,2,42,0,84.0,36,48.0,New,East,In-Store,Cash,Completed
ORD-0481,2025-05-10,Water Bottle 1L,Sports,8,15,0,120.0,40,80.0,Returning,South,In-Store,Bank Transfer,Completed
ORD-0482,2024-08-13,HDMI Cable 6ft,Electronics,2,18,20,28.8,16,12.8,Returning,South,In-Store,Cash,Completed
ORD-0483,2025-02-12,Yoga Mat,Sports,5,29,5,137.75,60,77.75,VIP,East,Online,PayPal,Completed
ORD-0484,2024-10-02,Chef Knife Set,Home & Kitchen,4,75,0,300.0,120,180.0,VIP,South,Mobile App,PayPal,Completed
ORD-0485,2024-07-30,Denim Jacket,Clothing,4,80,0,320.0,140,180.0,New,South,Online,Cash,Completed
ORD-0486,2025-05-19,Wireless Mouse,Electronics,2,49,0,98.0,50,48.0,New,North,Mobile App,Bank Transfer,Completed
ORD-0487,2024-10-08,Water Bottle 1L,Sports,8,15,0,120.0,40,80.0,VIP,West,Online,Cash,Completed
ORD-0488,2025-05-04,Slim Chinos,Clothing,3,55,20,132.0,60,72.0,Returning,North,Mobile App,Bank Transfer,Cancelled
ORD-0489,2025-04-16,Wool Scarf,Clothing,2,29,0,58.0,24,34.0,New,East,Mobile App,Credit Card,Returned
ORD-0490,2024-09-22,Wool Scarf,Clothing,10,29,15,246.5,120,126.5,Returning,South,Mobile App,PayPal,Completed
ORD-0491,2025-05-25,Cookbook Deluxe,Books,6,42,0,252.0,108,144.0,Returning,West,Online,Cash,Completed
ORD-0492,2024-08-22,Business Strategy,Books,8,35,10,252.0,96,156.0,Returning,North,Mobile App,PayPal,Completed
ORD-0493,2025-04-29,Machine Learning,Books,4,59,10,212.4,100,112.4,Returning,North,Online,Bank Transfer,Completed
ORD-0494,2024-11-03,Foam Roller,Sports,6,34,0,204.0,90,114.0,VIP,East,Mobile App,Credit Card,Completed
ORD-0495,2025-05-02,Bluetooth Speaker,Electronics,1,79,15,67.15,40,27.15,VIP,North,In-Store,Cash,Completed
ORD-0496,2024-09-20,Chef Knife Set,Home & Kitchen,9,75,0,675.0,270,405.0,Returning,East,Online,Credit Card,Completed
ORD-0497,2024-06-27,Resistance Bands,Sports,10,19,0,190.0,80,110.0,Returning,East,In-Store,Bank Transfer,Cancelled
ORD-0498,2025-04-19,Python Programming,Books,7,39,0,273.0,105,168.0,VIP,South,Online,Cash,Completed
ORD-0499,2024-03-14,Foam Roller,Sports,7,34,0,238.0,105,133.0,Returning,North,Online,PayPal,Completed
ORD-0500,2025-02-08,Chef Knife Set,Home & Kitchen,5,75,0,375.0,150,225.0,Returning,East,In-Store,Bank Transfer,Completed
